Application/Permit Number,Permit Type,Address,Category,Action Type,Work Type,Value,Application Date,Issue Date,Final Date,Expiration Date,Status,Master Use Permit,Latitude,Longitude
6323627,Construction,1616 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,Plan Review,467000,7/11/12,8/2/12,1/8/13,2/2/14,Permit Closed,,47.63451652,-122.3250645
6321735,Construction,9600 COLLEGE WAY N,COMMERCIAL,ADD/ALT,Plan Review,70000,7/5/12,8/2/12,4/16/13,2/2/14,Permit Closed,,47.69936679,-122.3340255
6321730,Construction,9600 COLLEGE WAY N,COMMERCIAL,ADD/ALT,Plan Review,20000,7/5/12,8/2/12,4/16/13,2/2/14,Permit Closed,,47.69936679,-122.3340255
6318092,Construction,1800 9TH AVE,COMMERCIAL,ADD/ALT,Plan Review,24000,6/6/12,8/2/12,6/19/13,2/2/14,Permit Closed,,47.61517062,-122.3330451
6316336,Construction,1800 9TH AVE,COMMERCIAL,ADD/ALT,Plan Review,1464000,5/21/12,8/2/12,6/19/13,2/2/14,Permit Closed,,47.61517062,-122.3330451
6329035,Construction,901 3RD AVE,COMMERCIAL,ALTER,Plan Review,75000,7/27/12,8/2/12,,2/2/14,Permit Issued,,47.60505199,-122.3342878
6328293,Site Development,201 ELLIOTT AVE W,COMMERCIAL,CURB CUT,No plan review,1,8/2/12,8/2/12,,2/2/14,AP Closed,,47.61972412,-122.3603446
6329875,Construction,551 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,12000,8/3/12,8/3/12,8/24/12,2/3/14,Permit Closed,,47.62406618,-122.3362047
6329876,Construction,551 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,5000,8/3/12,8/3/12,8/24/12,2/3/14,Permit Closed,,47.62406618,-122.3362047
6329840,Construction,2101 E YESLER WAY,COMMERCIAL,ADD/ALT,No plan review,15000,8/3/12,8/3/12,12/10/12,2/3/14,Permit Closed,,47.6013259,-122.3047824
6323900,Construction,1417 4TH AVE,COMMERCIAL,ADD/ALT,Plan Review,138000,7/5/12,8/3/12,2/12/14,2/3/14,Permit Closed,,47.60953154,-122.3364881
6319428,Construction,3924 MONTLAKE BLVD NE,COMMERCIAL,ADD/ALT,Plan Review,90000,6/11/12,8/3/12,1/15/13,2/3/14,Permit Closed,,47.65386764,-122.30134
6313065,Construction,815 PINE ST,COMMERCIAL,NEW,Plan Review,71694273,4/11/12,8/3/12,2/6/15,8/3/15,Permit Closed,3007151,47.6132448,-122.3322453
6321629,Construction,703 COLUMBIA ST,COMMERCIAL,ADD/ALT,No plan review,35000,8/6/12,8/6/12,8/19/14,8/6/15,Permit Closed,,47.60601913,-122.327947
6325823,Construction,6847 OSWEGO PL NE,COMMERCIAL,ADD/ALT,No plan review,40000,8/6/12,8/6/12,12/3/12,2/6/14,Permit Closed,,47.67894383,-122.3236655
6323883,Construction,5405 DELRIDGE WAY SW,COMMERCIAL,ADD/ALT,Plan Review,45000,7/16/12,8/6/12,9/21/12,2/6/14,Permit Closed,,47.553496,-122.3633944
6320227,Construction,2960 4TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,70000,6/13/12,8/6/12,10/5/12,2/6/14,Permit Closed,,47.57587354,-122.3279062
6307593,Construction,525 14TH AVE E,COMMERCIAL,ADD/ALT,Plan Review,15000,2/23/12,8/6/12,,2/6/14,Permit Closed,3013117,47.62383873,-122.315171
6283021,Construction,7762 BEACON AVE S,COMMERCIAL,ADD/ALT,Plan Review,300000,2/3/12,8/6/12,5/8/15,8/6/15,Permit Closed,,47.53266182,-122.2884868
6325518,Demolition,225 CEDAR ST,COMMERCIAL,DEMOLITION,No plan review,1,8/1/12,8/6/12,12/19/12,2/6/14,Permit Closed,3012188,47.6167951,-122.3489155
6330219,Construction,701 PIKE ST,COMMERCIAL,ADD/ALT,No plan review,43200,8/7/12,8/7/12,2/7/13,2/7/14,Permit Closed,,47.61150216,-122.3327958
6330216,Construction,701 PIKE ST,COMMERCIAL,ADD/ALT,No plan review,50000,8/7/12,8/7/12,2/7/13,2/7/14,Permit Closed,,47.61150216,-122.3327958
6323408,Construction,111 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,Plan Review,250000,7/12/12,8/7/12,11/2/12,2/7/14,Permit Closed,,47.61890721,-122.3571413
6320924,Construction,1405 ELLIOTT AVE W,COMMERCIAL,ADD/ALT,Plan Review,10000,7/9/12,8/7/12,10/8/12,2/7/14,Permit Closed,,47.63034902,-122.3741301
6320869,Construction,3920 STONE WAY N,COMMERCIAL,ADD/ALT,Plan Review,85000,6/21/12,8/7/12,10/30/12,2/7/14,Permit Closed,,47.65463146,-122.3420587
6320168,Construction,8010 24TH AVE NW,COMMERCIAL,ADD/ALT,Plan Review,32000,6/18/12,8/7/12,,2/7/14,Permit Closed,,47.68696812,-122.3872738
6278422,Demolition,1111 E UNION ST,COMMERCIAL,DEMOLITION,No plan review,1,4/30/12,8/7/12,2/4/14,2/7/14,Permit Closed,3007732,47.61272366,-122.3176266
6278392,Demolition,1111 E UNION ST,COMMERCIAL,DEMOLITION,No plan review,1,6/13/12,8/7/12,2/4/14,2/7/14,Permit Closed,3007732,47.61272366,-122.3176266
6330492,Construction,345 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,7000,8/8/12,8/8/12,9/17/12,2/8/14,Permit Closed,,47.62180794,-122.3362575
6330415,Construction,912 12TH AVE,COMMERCIAL,ADD/ALT,No plan review,28000,8/8/12,8/8/12,11/30/12,2/8/14,Permit Closed,,47.6108854,-122.3163962
6330363,Construction,2505 2ND AVE,COMMERCIAL,ADD/ALT,No plan review,40000,8/8/12,8/8/12,9/10/12,2/8/14,Permit Closed,,47.61534104,-122.3484593
6328617,Construction,3307 3RD AVE W,COMMERCIAL,ADD/ALT,Plan Review,20000,7/26/12,8/8/12,3/21/13,2/8/14,Permit Closed,,47.64962461,-122.3625987
6320270,Construction,6303 ROOSEVELT WAY NE,COMMERCIAL,ADD/ALT,Plan Review,10000,7/6/12,8/8/12,,2/8/14,Permit Issued,,47.67426648,-122.3177165
6320998,Construction,1938 FAIRVIEW AVE E,COMMERCIAL,ADD/ALT,Plan Review,155000,6/26/12,8/8/12,10/9/12,2/8/14,Permit Closed,,47.63670589,-122.3285129
6305042,Construction,815 MERCER ST,COMMERCIAL,ADD/ALT,Plan Review,870000,6/20/12,8/8/12,1/2/13,2/8/14,Permit Closed,,47.62405246,-122.3403789
6318395,Construction,351 ELLIOTT AVE W,COMMERCIAL,ADD/ALT,Plan Review,600000,5/30/12,8/8/12,,2/8/14,Permit Closed,,47.62175207,-122.3631431
6316215,Construction,1918 8TH AVE,COMMERCIAL,ADD/ALT,Plan Review,50000,5/10/12,8/8/12,10/10/12,2/8/14,Permit Closed,,47.61540055,-122.3358177
6307230,Construction,814 E PIKE ST,COMMERCIAL,ADD/ALT,Plan Review,50000,4/13/12,8/8/12,4/15/13,2/8/14,Permit Closed,,47.61425273,-122.3212968
6326972,Construction,1420 5TH AVE,COMMERCIAL,ALTER,Plan Review,367500,7/11/12,8/8/12,12/13/12,2/8/14,Permit Closed,,47.6105508,-122.3346793
6327835,Construction,601 UNION ST,COMMERCIAL,ALTER,Plan Review,175000,7/18/12,8/8/12,10/1/12,2/8/14,Permit Closed,,47.610431,-122.3320769
6328801,Construction,2201 6TH AVE,COMMERCIAL,ALTER,Plan Review,11532,7/26/12,8/8/12,10/1/12,2/8/14,Permit Closed,,47.61599976,-122.3416694
6328002,Construction,316 OCCIDENTAL AVE S,COMMERCIAL,ALTER,Plan Review,150000,7/19/12,8/9/12,7/2/13,2/9/14,Permit Closed,,47.59962187,-122.3324868
6328349,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,153000,7/23/12,8/9/12,9/26/12,2/9/14,Permit Closed,,47.60454089,-122.3307351
6326284,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,125000,7/5/12,8/9/12,11/30/12,2/9/14,Permit Closed,,47.60454089,-122.3307351
6263267,Construction,1521 1ST AVE S,COMMERCIAL,NEW,Plan Review,41151845,11/19/10,8/9/12,3/4/14,2/9/14,Permit Closed,3009470,47.58872242,-122.3347603
6330737,Construction,999 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,30000,8/10/12,8/10/12,9/5/12,2/10/14,Permit Closed,,47.60505199,-122.3342878
6330715,Construction,1401 BROADWAY,COMMERCIAL,ADD/ALT,No plan review,200000,8/10/12,8/10/12,2/20/13,2/10/14,Permit Closed,,47.61318653,-122.3212313
6313577,Construction,300 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,3834613,5/31/12,8/10/12,10/5/12,2/10/14,Permit Closed,,47.60214506,-122.3272781
6314006,Construction,1417 NW 70TH ST,COMMERCIAL,ADD/ALT,Plan Review,25000,5/29/12,8/10/12,3/12/14,2/10/14,Permit Closed,,47.67941491,-122.3748328
6325169,Demolition,1201 MERCER ST,COMMERCIAL,DEMOLITION,No plan review,1,8/10/12,8/10/12,10/24/13,2/10/14,Permit Closed,3012808,47.62415323,-122.3328772
6328964,Construction,900 4TH AVE,COMMERCIAL,ADD/ALT,Plan Review,22000,7/27/12,8/13/12,8/23/12,2/13/14,Permit Closed,,47.60587719,-122.3320497
6324220,Construction,9131 CALIFORNIA AVE SW,COMMERCIAL,ADD/ALT,Plan Review,598086,7/16/12,8/13/12,,8/13/15,Permit Issued,,47.52191022,-122.3878887
6309849,Construction,5433 LEARY AVE NW,COMMERCIAL,ADD/ALT,Plan Review,88400,7/12/12,8/13/12,6/5/13,2/13/14,Permit Closed,,47.66741384,-122.3835033
6324090,Construction,1223 E CHERRY ST,COMMERCIAL,ADD/ALT,Plan Review,50000,7/9/12,8/13/12,8/8/14,8/13/15,Permit Closed,,47.60786745,-122.315871
6325828,Construction,2128 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,Plan Review,8000,7/9/12,8/13/12,11/9/12,2/13/14,Permit Closed,,47.63821907,-122.3566571
6323653,Construction,9709 3RD AVE NE,COMMERCIAL,ADD/ALT,Plan Review,300000,7/9/12,8/13/12,10/1/12,2/13/14,Permit Closed,,47.69917859,-122.3268184
6323615,Construction,400 N 34TH ST,COMMERCIAL,ADD/ALT,Plan Review,14000,6/26/12,8/13/12,11/21/12,2/13/14,Permit Closed,,47.65086607,-122.3541356
6111278,Construction,3828 S GRAHAM ST,COMMERCIAL,NEW,Plan Review,386474,8/29/08,8/13/12,,2/13/14,Permit Issued,,47.54643751,-122.2843254
6326565,Construction,1500 6TH AVE,COMMERCIAL,ADD/ALT,Plan Review,25000,7/26/12,8/14/12,3/18/13,2/14/14,Permit Closed,,47.61164537,-122.3344724
6314219,Construction,2815 ALASKAN WAY,COMMERCIAL,ADD/ALT,Plan Review,25000,7/25/12,8/14/12,10/15/12,2/14/14,Permit Closed,,47.61472875,-122.3556767
6324407,Construction,409 MAYNARD AVE S,COMMERCIAL,ADD/ALT,Plan Review,17000,7/5/12,8/14/12,,2/14/14,Permit Closed,,47.5988661,-122.3254574
6321109,Construction,1920 PIKE PL,COMMERCIAL,ADD/ALT,Plan Review,117685,6/22/12,8/14/12,12/21/12,2/14/14,Permit Closed,,47.61014501,-122.342521
6255391,Construction,9600 COLLEGE WAY N,COMMERCIAL,ADD/ALT,Plan Review,3548818,10/26/11,8/14/12,5/7/14,8/14/15,Permit Closed,3011515,47.69936679,-122.3340255
6331118,Demolition,542 19TH AVE E,COMMERCIAL,DEMOLITION,No plan review,1,8/14/12,8/14/12,10/4/12,2/14/14,Permit Closed,,47.62422846,-122.3069214
6331066,Demolition,526 19TH AVE E,COMMERCIAL,DEMOLITION,No plan review,1,8/14/12,8/14/12,10/4/12,2/14/14,Permit Closed,,47.62422846,-122.3069214
6323377,Construction,300 FAIRVIEW AVE N,COMMERCIAL,ADD/ALT,No plan review,5000,8/15/12,8/15/12,,2/15/14,Permit Closed,,47.62097745,-122.3339445
6331233,Construction,535 TERRY AVE N,COMMERCIAL,ADD/ALT,No plan review,6000,8/15/12,8/15/12,8/22/12,2/15/14,Permit Closed,,47.62402492,-122.3375668
6331199,Construction,5100 25TH AVE NE,COMMERCIAL,ADD/ALT,No plan review,6500,8/15/12,8/15/12,1/14/14,2/15/14,Permit Closed,,47.66668469,-122.3003591
6293170,Construction,2930 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,30000,9/28/11,8/15/12,,2/15/17,Permit Issued,,47.64642453,-122.3489519
6296971,Construction,2940 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,30000,9/28/11,8/15/12,,2/15/17,Permit Issued,,47.64663698,-122.3490849
6296984,Construction,2934 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,1500,9/28/11,8/15/12,,2/15/17,Permit Issued,,47.64659068,-122.3486424
6326950,Construction,1730 MINOR AVE,COMMERCIAL,ALTER,Plan Review,150000,7/11/12,8/15/12,12/11/12,2/15/14,Permit Closed,,47.61695645,-122.3296664
6326904,Construction,2401 ELLIOTT AVE,COMMERCIAL,ALTER,Plan Review,200000,7/11/12,8/15/12,10/16/12,2/15/14,Permit Closed,,47.6128786,-122.3502297
6320908,Construction,2212 N 45TH ST,COMMERCIAL,ADD/ALT,No plan review,90000,8/16/12,8/16/12,9/17/12,2/16/14,Permit Closed,,47.66153727,-122.3316596
6329508,Construction,415 W MERCER ST,COMMERCIAL,ADD/ALT,Plan Review,10000,8/3/12,8/16/12,10/29/12,2/16/14,Permit Closed,,47.62436029,-122.3629444
6326559,Construction,66 S HANFORD ST,COMMERCIAL,ADD/ALT,Plan Review,100000,7/23/12,8/16/12,10/12/12,2/16/14,Permit Closed,,47.57595814,-122.3362537
6320124,Construction,613 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,Plan Review,10000,6/21/12,8/16/12,,2/16/14,Permit Issued,,47.62488618,-122.3570103
6320652,Construction,1600 7TH AVE,COMMERCIAL,ADD/ALT,Plan Review,15000,6/20/12,8/16/12,8/27/13,2/16/14,Permit Closed,,47.61317008,-122.3343173
6305370,Construction,100 W HARRISON ST,COMMERCIAL,ADD/ALT,Plan Review,15000,3/22/12,8/16/12,9/13/12,2/16/14,Permit Closed,,47.62224993,-122.3585112
6326901,Construction,5701 6TH AVE S,COMMERCIAL,ALTER,Plan Review,100000,7/11/12,8/16/12,1/2/13,2/16/14,Permit Closed,,47.55147041,-122.3283301
6331437,Construction,221 YALE AVE N,COMMERCIAL,ADD/ALT,No plan review,16000,8/17/12,8/17/12,,2/17/14,Permit Closed,,47.62030071,-122.3307963
6331580,Construction,1520 BELLEVUE AVE,COMMERCIAL,ADD/ALT,No plan review,20000,8/17/12,8/17/12,10/31/12,2/17/14,Permit Closed,,47.61481976,-122.3266151
6331559,Construction,710 2ND AVE,COMMERCIAL,ADD/ALT,No plan review,40000,8/17/12,8/17/12,10/18/12,2/17/14,Permit Closed,,47.60360418,-122.3328929
6331499,Construction,805 S DEARBORN ST,COMMERCIAL,ADD/ALT,No plan review,10000,8/17/12,8/17/12,2/4/13,2/17/14,Permit Closed,,47.59545428,-122.3214796
6327186,Construction,1001 BROADWAY,COMMERCIAL,ADD/ALT,No plan review,175000,8/17/12,8/17/12,11/8/12,2/17/14,Permit Closed,,47.61141658,-122.3213695
6330131,Construction,10005 HOLMAN RD NW,COMMERCIAL,ADD/ALT,Plan Review,10000,8/7/12,8/17/12,,2/17/14,Permit Closed,,47.70202093,-122.3625585
6326582,Construction,6501 RAVENNA AVE NE,COMMERCIAL,ADD/ALT,Plan Review,215000,7/31/12,8/17/12,,2/17/14,Permit Closed,,47.67595212,-122.3042621
6298230,Construction,424 8TH AVE N,COMMERCIAL,ADD/ALT,Plan Review,9000,5/14/12,8/17/12,10/18/12,2/17/14,Permit Closed,,47.62286676,-122.3407765
6277243,Construction,13315 GREENWOOD AVE N,COMMERCIAL,ADD/ALT,Plan Review,15000,4/13/12,8/17/12,11/13/12,2/17/14,Permit Closed,3012174,47.72581621,-122.3561878
6329216,Construction,1301 4TH AVE,COMMERCIAL,ALTER,Plan Review,12000,7/30/12,8/17/12,9/11/12,2/17/14,Permit Closed,,47.60827954,-122.3353763
6329305,Construction,1301 5TH AVE,COMMERCIAL,ALTER,Plan Review,141000,7/31/12,8/17/12,10/8/12,2/17/14,Permit Closed,,47.60896713,-122.3348214
6330117,Construction,901 3RD AVE,COMMERCIAL,ALTER,Plan Review,100000,8/6/12,8/17/12,,2/17/14,Permit Issued,,47.60505199,-122.3342878
6331742,Construction,146 N CANAL ST,COMMERCIAL,ADD/ALT,No plan review,12000,8/20/12,8/20/12,9/5/12,2/20/14,Permit Closed,,47.65103707,-122.3554209
6331651,Construction,401 NE NORTHGATE WAY,COMMERCIAL,ADD/ALT,No plan review,50000,8/20/12,8/20/12,,2/20/14,Permit Closed,,47.70825431,-122.3237834
6326493,Construction,4160 CALIFORNIA AVE SW,COMMERCIAL,ADD/ALT,Plan Review,3000,7/30/12,8/20/12,3/24/14,2/20/14,Permit Closed,,47.5648612,-122.3865489
6330609,Construction,1301 5TH AVE,COMMERCIAL,ALTER,Plan Review,300000,8/9/12,8/20/12,,2/20/14,Permit Issued,,47.60896713,-122.3348214
6331779,Demolition,13505 LAKE CITY WAY NE,COMMERCIAL,DEMOLITION,No plan review,1,8/20/12,8/20/12,12/10/14,2/20/14,Permit Closed,,47.72681173,-122.2927589
6331959,Construction,1600 7TH AVE,COMMERCIAL,ADD/ALT,No plan review,105000,8/21/12,8/21/12,10/8/12,2/21/14,Permit Closed,,47.61317008,-122.3343173
6331934,Construction,568 1ST AVE S,COMMERCIAL,ADD/ALT,No plan review,10000,8/21/12,8/21/12,10/5/12,2/21/14,Permit Closed,,47.59639784,-122.3336986
6331932,Construction,4337 UNIVERSITY WAY NE,COMMERCIAL,ADD/ALT,No plan review,17500,8/21/12,8/21/12,,2/21/14,Permit Closed,,47.66093322,-122.313604
6331853,Construction,2620 NE UNIVERSITY VILLAGE ST,COMMERCIAL,ADD/ALT,No plan review,150000,8/21/12,8/21/12,11/13/12,2/21/14,Permit Closed,,47.66394013,-122.2994897
6331315,Construction,600 1ST AVE N,COMMERCIAL,ADD/ALT,No plan review,10000,8/21/12,8/21/12,2/25/13,2/21/14,Permit Closed,,47.62477038,-122.355224
6322926,Construction,401 TERRY AVE N,COMMERCIAL,ADD/ALT,Plan Review,625000,7/16/12,8/21/12,1/22/13,2/21/14,Permit Closed,,47.62254194,-122.3375489
6313009,Construction,2203 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,10000,6/28/12,8/21/12,2/4/13,2/21/14,Permit Closed,,47.58365698,-122.3346837
6270046,Construction,1111 E UNION ST,COMMERCIAL,NEW,Plan Review,750000,3/30/11,8/21/12,4/15/14,8/21/15,Permit Closed,3007732,47.61272366,-122.3176266
6308334,Construction,2850 SW ROXBURY ST,COMMERCIAL,NEW,Plan Review,400000,5/2/12,8/21/12,8/9/13,2/21/14,Permit Closed,3013178,47.51775833,-122.369269
6332130,Construction,2505 2ND AVE,COMMERCIAL,ADD/ALT,No plan review,60000,8/22/12,8/22/12,10/8/12,2/22/14,Permit Closed,,47.61534104,-122.3484593
6331926,Construction,6514 40TH AVE NE,COMMERCIAL,ADD/ALT,No plan review,45000,8/22/12,8/22/12,9/19/12,2/22/14,Permit Closed,,47.67615653,-122.2843645
6332084,Construction,345 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,3000,8/22/12,8/22/12,9/28/12,2/22/14,Permit Closed,,47.62180794,-122.3362575
6332069,Construction,550 TERRY AVE N,COMMERCIAL,ADD/ALT,No plan review,3000,8/22/12,8/22/12,9/27/12,2/22/14,Permit Closed,,47.62398599,-122.3367397
6330806,Construction,2025 1ST AVE,COMMERCIAL,ADD/ALT,No plan review,10000,8/22/12,8/22/12,,2/22/14,Permit Closed,,47.61156449,-122.3440296
6328966,Construction,1701 BROADWAY,COMMERCIAL,ADD/ALT,Plan Review,25000,8/16/12,8/22/12,10/5/12,2/22/14,Permit Closed,,47.61677345,-122.3213676
6323833,Construction,425 N 36TH ST,COMMERCIAL,ADD/ALT,Plan Review,60000,7/11/12,8/22/12,5/20/13,2/22/14,Permit Closed,,47.6517632,-122.3534571
6330120,Construction,901 3RD AVE,COMMERCIAL,ALTER,Plan Review,1200000,8/6/12,8/22/12,12/4/12,2/22/14,Permit Closed,,47.60505199,-122.3342878
6331155,Construction,800 OCCIDENTAL AVE S,COMMERCIAL,TEMP,Plan Review,1,8/15/12,8/22/12,8/24/12,2/22/14,Permit Closed,,47.59544395,-122.3316077
6328730,Construction,415 1ST AVE N,COMMERCIAL,ADD/ALT,No plan review,100000,8/23/12,8/23/12,2/26/13,2/23/14,Permit Closed,,47.62300682,-122.355909
6332246,Construction,1918 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,5000,8/23/12,8/23/12,9/12/12,2/23/14,Permit Closed,,47.61540055,-122.3358177
6332244,Construction,1918 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,5000,8/23/12,8/23/12,9/12/12,2/23/14,Permit Closed,,47.61540055,-122.3358177
6326427,Construction,1700 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,95000,8/3/12,8/23/12,,2/23/14,Permit Closed,,47.63376599,-122.339698
6326344,Construction,3131 WESTERN AVE,COMMERCIAL,ADD/ALT,Plan Review,70000,8/2/12,8/23/12,11/13/12,2/23/14,Permit Closed,,47.6182108,-122.3575975
6325947,Construction,1809 MINOR AVE,COMMERCIAL,ADD/ALT,Plan Review,25000,7/26/12,8/23/12,11/29/12,2/23/14,Permit Closed,,47.6168796,-122.3311485
6316693,Construction,4701 COLORADO AVE S,COMMERCIAL,ADD/ALT,Plan Review,25000,5/1/12,8/23/12,9/5/12,2/23/14,Permit Closed,,47.56023853,-122.3371883
6332455,Construction,521 WALL ST,COMMERCIAL,ADD/ALT,No plan review,42333,8/24/12,8/24/12,2/25/14,2/24/14,Permit Finaled,,47.6173473,-122.3443513
6332360,Construction,1325 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,36000,8/24/12,8/24/12,9/26/12,2/24/14,Permit Closed,,47.60869743,-122.3358992
6329740,Construction,400 PINE ST,COMMERCIAL,ADD/ALT,No plan review,57120,8/24/12,8/24/12,10/12/12,2/24/14,Permit Closed,,47.61192997,-122.3371863
6324811,Construction,6869 WOODLAWN AVE NE,COMMERCIAL,ADD/ALT,Plan Review,27000,7/24/12,8/24/12,1/4/13,2/24/14,Permit Closed,,47.67792642,-122.3267465
6320129,Construction,1101 4TH AVE,COMMERCIAL,ADD/ALT,Plan Review,120000,6/15/12,8/24/12,3/13/13,2/24/14,Permit Closed,,47.60695433,-122.3341549
6327983,Construction,4413 38TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,65000,8/3/12,8/27/12,1/8/13,2/27/14,Permit Closed,,47.66072801,-122.2874052
6322250,Construction,6500 URSULA PL S,COMMERCIAL,ADD/ALT,Plan Review,70000,7/12/12,8/27/12,10/5/12,2/27/14,Permit Closed,,47.54437429,-122.3086427
6320088,Construction,1432 BROADWAY,COMMERCIAL,ADD/ALT,Plan Review,5000,6/12/12,8/27/12,10/29/13,2/27/14,Permit Closed,,47.61390599,-122.3203538
6183749,Construction,1825 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,Plan Review,1000,5/24/12,8/27/12,,2/27/14,Permit Closed,,47.63556461,-122.3573309
6332812,Construction,333 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,8000,8/28/12,8/28/12,9/17/12,2/28/14,Permit Closed,,47.62113072,-122.3363095
6332802,Construction,550 TERRY AVE N,COMMERCIAL,ADD/ALT,No plan review,6500,8/28/12,8/28/12,9/26/12,2/28/14,Permit Closed,,47.62398599,-122.3367397
6332770,Construction,1424 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,32700,8/28/12,8/28/12,10/5/12,2/28/14,Permit Closed,,47.61005381,-122.3361173
6323981,Construction,11032 8TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,380000,7/16/12,8/28/12,12/4/12,2/28/14,Permit Closed,,47.70990311,-122.3202038
6322870,Construction,1549 NE 145TH ST,COMMERCIAL,ADD/ALT,Plan Review,7500,6/14/12,8/28/12,9/7/12,2/28/14,Permit Closed,,47.73316034,-122.3105149
6329497,Construction,601 UNION ST,COMMERCIAL,ALTER,Plan Review,40000,8/1/12,8/28/12,11/6/12,2/28/14,Permit Closed,,47.610431,-122.3320769
6331784,Construction,1420 5TH AVE,COMMERCIAL,ALTER,Plan Review,175000,8/20/12,8/28/12,12/20/12,2/28/14,Permit Closed,,47.6105508,-122.3346793
6162556,Construction,101 TAYLOR AVE N,COMMERCIAL,NEW,Plan Review,45000000,12/23/11,8/28/12,8/18/14,8/28/15,Permit Closed,3008413,47.61890203,-122.3467204
6332969,Construction,1200 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,5000,8/29/12,8/29/12,2/20/13,2/28/14,Permit Closed,,47.60842584,-122.3330673
6332630,Construction,800 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,150000,8/29/12,8/29/12,10/15/12,2/28/14,Permit Closed,,47.60573523,-122.3302935
6327218,Construction,400 NE 45TH ST,COMMERCIAL,ADD/ALT,Plan Review,5000,8/10/12,8/29/12,,2/28/14,Permit Closed,,47.66160986,-122.3236843
6313224,Construction,7143 M L KING JR WAY S,COMMERCIAL,ADD/ALT,Plan Review,224496,5/9/12,8/29/12,7/21/14,2/28/14,Permit Closed,,47.53766539,-122.2818154
6329499,Construction,601 UNION ST,COMMERCIAL,ALTER,Plan Review,50515,8/1/12,8/29/12,9/26/12,2/28/14,Permit Closed,,47.610431,-122.3320769
6330605,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,68000,8/9/12,8/29/12,2/6/13,2/28/14,Permit Closed,,47.60454089,-122.3307351
6333127,Construction,333 ELLIOTT AVE W,COMMERCIAL,ADD/ALT,No plan review,35000,8/30/12,8/30/12,10/10/12,2/28/14,Permit Closed,,47.62101614,-122.3618987
6333119,Construction,333 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,6500,8/30/12,8/30/12,9/28/12,2/28/14,Permit Closed,,47.62113072,-122.3363095
6325394,Construction,4261 ROOSEVELT WAY NE,COMMERCIAL,ADD/ALT,Plan Review,65000,8/10/12,8/30/12,1/28/13,2/28/14,Permit Closed,,47.65929748,-122.3180537
6326340,Construction,126 NW CANAL ST,COMMERCIAL,ADD/ALT,Plan Review,242000,8/9/12,8/30/12,11/15/12,2/28/14,Permit Closed,,47.65271776,-122.3588802
6276858,Construction,1624 BOREN AVE,COMMERCIAL,ADD/ALT,Plan Review,15000,4/16/12,8/30/12,,8/28/15,Permit Issued,3012179,47.61531236,-122.3301899
6326925,Construction,900 4TH AVE,COMMERCIAL,ALTER,Plan Review,555000,7/11/12,8/30/12,9/28/12,2/28/14,Permit Closed,,47.60587719,-122.3320497
6331052,Demolition,101 TAYLOR AVE N,COMMERCIAL,DEMOLITION,No plan review,1,8/27/12,8/30/12,1/30/14,2/28/14,Permit Closed,3008413,47.61890203,-122.3467204
6211643,Construction,1222 E PINE ST,COMMERCIAL,NEW,Plan Review,8861338,11/19/10,8/30/12,2/26/14,2/28/14,Permit Closed,3007044,47.6153976,-122.3159718
6282796,Construction,2025 AIRPORT WAY S,COMMERCIAL,NEW,Plan Review,6217932,3/13/12,8/30/12,4/2/14,2/28/14,Permit Closed,3012412,47.584308,-122.3223063
